,City Code,year_of_crash,month_of_crash,day_of_crash,hour_of_crash,minute_of_crash,atmospheric_conditions_name,atmospheric_conditions_1_name,atmospheric_conditions_2_name,number_of_fatalities
2587,1730,2016,7,1,23,55,Clear,Clear,No Additional Atmospheric Conditions,1
2588,1730,2016,5,13,22,30,Clear,Clear,No Additional Atmospheric Conditions,1
2589,1730,2016,11,8,9,15,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2590,1730,2016,11,29,5,30,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2591,6090,2015,9,16,14,39,Clear,Clear,No Additional Atmospheric Conditions,1
2592,6090,2015,6,5,19,48,Clear,Clear,No Additional Atmospheric Conditions,1
2593,6090,2015,7,18,11,42,Clear,Clear,No Additional Atmospheric Conditions,1
2594,6090,2015,12,26,14,12,Clear,Clear,No Additional Atmospheric Conditions,1
2595,6090,2015,8,9,17,30,Clear,Clear,No Additional Atmospheric Conditions,1
2596,6090,2015,9,7,0,12,Clear,Clear,No Additional Atmospheric Conditions,1
2597,6090,2015,11,1,3,19,Clear,Clear,No Additional Atmospheric Conditions,1
2598,6090,2015,5,29,21,52,Clear,Clear,No Additional Atmospheric Conditions,1
2599,6090,2015,12,13,20,34,Clear,Clear,No Additional Atmospheric Conditions,1
2600,6090,2015,9,17,23,13,Clear,Clear,No Additional Atmospheric Conditions,1
2601,6090,2015,7,9,21,10,Clear,Clear,No Additional Atmospheric Conditions,1
2602,6090,2015,9,20,20,25,Clear,Clear,No Additional Atmospheric Conditions,1
2603,6090,2015,6,12,22,1,Clear,Clear,No Additional Atmospheric Conditions,1
2604,6090,2015,9,28,6,28,Clear,Clear,No Additional Atmospheric Conditions,1
2605,6090,2015,7,9,23,56,Clear,Clear,No Additional Atmospheric Conditions,1
2606,6090,2015,3,14,22,5,Clear,Clear,No Additional Atmospheric Conditions,1
2607,6090,2015,2,13,20,11,Clear,Clear,No Additional Atmospheric Conditions,1
2608,6090,2015,12,3,1,56,Clear,Clear,No Additional Atmospheric Conditions,1
2609,6090,2015,10,1,5,27,Clear,Clear,No Additional Atmospheric Conditions,1
2610,6090,2015,12,7,22,9,Clear,Clear,No Additional Atmospheric Conditions,1
2611,6090,2015,12,22,18,25,Clear,Clear,No Additional Atmospheric Conditions,1
2612,6090,2015,9,20,23,48,Clear,Clear,No Additional Atmospheric Conditions,1
2613,6090,2015,1,26,2,30,Clear,Clear,No Additional Atmospheric Conditions,1
2614,6090,2015,2,8,22,23,Clear,Clear,No Additional Atmospheric Conditions,1
2615,6090,2015,5,31,2,26,Clear,Clear,No Additional Atmospheric Conditions,1
2616,6090,2015,11,2,23,39,Clear,Clear,No Additional Atmospheric Conditions,1
2617,6090,2015,4,3,4,45,Clear,Clear,No Additional Atmospheric Conditions,1
2618,6090,2015,12,28,19,16,Clear,Clear,No Additional Atmospheric Conditions,1
2619,6090,2015,9,21,21,26,Clear,Clear,No Additional Atmospheric Conditions,1
2620,6090,2015,3,29,0,55,Clear,Clear,No Additional Atmospheric Conditions,1
2621,6090,2015,10,4,2,45,Clear,Clear,No Additional Atmospheric Conditions,1
2622,6090,2015,9,13,14,56,Clear,Clear,No Additional Atmospheric Conditions,1
2623,6090,2015,1,4,2,2,Clear,Clear,No Additional Atmospheric Conditions,1
2624,6090,2015,12,15,10,48,Clear,Clear,No Additional Atmospheric Conditions,1
2625,6090,2015,9,21,19,24,Clear,Clear,No Additional Atmospheric Conditions,1
2626,6090,2015,3,27,20,20,Clear,Clear,No Additional Atmospheric Conditions,1
2627,6090,2015,7,9,13,12,Clear,Clear,No Additional Atmospheric Conditions,1
2628,6090,2015,10,12,13,27,Clear,Clear,No Additional Atmospheric Conditions,1
2629,6090,2015,10,10,6,41,Clear,Clear,No Additional Atmospheric Conditions,1
2630,6090,2015,7,5,1,44,Clear,Clear,No Additional Atmospheric Conditions,1
2631,6090,2015,7,30,23,40,Clear,Clear,No Additional Atmospheric Conditions,1
2632,6090,2015,1,9,1,59,Clear,Clear,No Additional Atmospheric Conditions,1
2633,6090,2015,12,6,14,30,Clear,Clear,No Additional Atmospheric Conditions,1
2634,6090,2015,10,30,18,54,Clear,Clear,No Additional Atmospheric Conditions,1
2635,6090,2015,7,21,16,5,Clear,Clear,No Additional Atmospheric Conditions,1
2636,6090,2015,12,15,13,30,Clear,Clear,No Additional Atmospheric Conditions,1
2637,6090,2015,3,22,16,14,Clear,Clear,No Additional Atmospheric Conditions,1
2638,6090,2015,9,4,2,50,Clear,Clear,No Additional Atmospheric Conditions,1
2639,6090,2015,7,5,16,16,Clear,Clear,No Additional Atmospheric Conditions,1
2640,6090,2015,4,15,12,30,Clear,Clear,No Additional Atmospheric Conditions,1
2641,6090,2015,6,8,17,24,Clear,Clear,No Additional Atmospheric Conditions,1
2642,6090,2015,1,30,10,1,Clear,Clear,No Additional Atmospheric Conditions,1
2643,6090,2015,11,17,17,17,Clear,Clear,No Additional Atmospheric Conditions,1
2644,6090,2015,7,3,16,32,Clear,Clear,No Additional Atmospheric Conditions,1
2645,6090,2015,3,14,0,45,Clear,Clear,No Additional Atmospheric Conditions,1
2646,6090,2015,12,5,21,29,Clear,Clear,No Additional Atmospheric Conditions,2
2647,6090,2015,8,7,9,5,Clear,Clear,No Additional Atmospheric Conditions,1
2648,6090,2015,11,21,10,9,Clear,Clear,No Additional Atmospheric Conditions,1
2649,6090,2015,11,2,15,28,Clear,Clear,No Additional Atmospheric Conditions,1
2650,6090,2015,9,27,5,0,Clear,Clear,No Additional Atmospheric Conditions,2
2651,6090,2015,12,6,17,0,Clear,Clear,No Additional Atmospheric Conditions,1
2652,6090,2015,11,20,3,7,Clear,Clear,No Additional Atmospheric Conditions,1
2653,6090,2015,2,12,13,9,Clear,Clear,No Additional Atmospheric Conditions,1
2654,6090,2015,1,24,3,23,Clear,Clear,No Additional Atmospheric Conditions,1
2655,6090,2015,6,28,5,20,Clear,Clear,No Additional Atmospheric Conditions,2
2656,6090,2015,4,4,3,39,Clear,Clear,No Additional Atmospheric Conditions,1
2657,6090,2015,8,16,21,35,Clear,Clear,No Additional Atmospheric Conditions,1
2658,6090,2015,4,18,14,32,Clear,Clear,No Additional Atmospheric Conditions,2
2659,6090,2015,12,16,1,5,Clear,Clear,No Additional Atmospheric Conditions,1
2660,6090,2015,3,15,2,57,Clear,Clear,No Additional Atmospheric Conditions,1
2661,6090,2015,10,27,10,13,Clear,Clear,No Additional Atmospheric Conditions,1
2662,6090,2015,2,10,16,45,Clear,Clear,No Additional Atmospheric Conditions,1
2663,6090,2015,10,11,1,28,Clear,Clear,No Additional Atmospheric Conditions,1
2664,6090,2015,7,11,13,48,Clear,Clear,No Additional Atmospheric Conditions,1
2665,6090,2015,10,4,23,5,Clear,Clear,No Additional Atmospheric Conditions,1
2666,6090,2015,10,4,8,59,Clear,Clear,No Additional Atmospheric Conditions,1
2667,6090,2015,10,7,23,58,Clear,Clear,No Additional Atmospheric Conditions,1
2668,6090,2015,3,30,0,47,Clear,Clear,No Additional Atmospheric Conditions,1
2669,6090,2015,4,19,18,17,Clear,Clear,No Additional Atmospheric Conditions,1
2670,6090,2015,10,27,0,21,Clear,Clear,No Additional Atmospheric Conditions,1
2671,6090,2015,10,11,0,44,Clear,Clear,No Additional Atmospheric Conditions,2
2672,6090,2015,6,2,19,50,Clear,Clear,No Additional Atmospheric Conditions,1
2673,6090,2015,5,31,5,17,Clear,Clear,No Additional Atmospheric Conditions,1
2674,6090,2015,1,17,0,50,Clear,Clear,No Additional Atmospheric Conditions,1
2675,6090,2015,3,7,7,47,Clear,Clear,No Additional Atmospheric Conditions,1
2676,6090,2015,11,21,7,8,Clear,Clear,No Additional Atmospheric Conditions,1
2677,6090,2015,10,14,22,13,Clear,Clear,No Additional Atmospheric Conditions,1
2678,6090,2015,12,6,20,49,Clear,Clear,No Additional Atmospheric Conditions,1
2679,6090,2015,10,6,2,1,Clear,Clear,No Additional Atmospheric Conditions,1
2680,6090,2015,6,26,18,12,Clear,Clear,No Additional Atmospheric Conditions,2
2681,6090,2015,4,27,23,10,Clear,Clear,No Additional Atmospheric Conditions,2
2682,6090,2015,6,28,7,30,Clear,Clear,No Additional Atmospheric Conditions,1
2683,6090,2015,11,28,6,40,Rain,Rain,No Additional Atmospheric Conditions,1
2684,6090,2015,2,16,21,20,Rain,Rain,No Additional Atmospheric Conditions,1
2685,6090,2015,11,28,10,0,Rain,Rain,No Additional Atmospheric Conditions,1
2686,6090,2015,1,23,7,16,Rain,Rain,No Additional Atmospheric Conditions,1
2687,6090,2015,11,27,18,0,Rain,Rain,No Additional Atmospheric Conditions,1
2688,6090,2015,1,9,8,42,Rain,Rain,No Additional Atmospheric Conditions,1
2689,6090,2015,5,23,17,50,Rain,Rain,No Additional Atmospheric Conditions,1
2690,6090,2015,4,22,14,8,Rain,Rain,No Additional Atmospheric Conditions,1
2691,6090,2015,10,24,2,30,Rain,Rain,No Additional Atmospheric Conditions,1
2692,6090,2015,1,2,2,29,Rain,Rain,No Additional Atmospheric Conditions,1
2693,6090,2015,5,21,2,20,Rain,Rain,No Additional Atmospheric Conditions,1
2694,6090,2015,6,20,6,42,Rain,Rain,No Additional Atmospheric Conditions,1
2695,6090,2015,2,28,3,48,Rain,Rain,No Additional Atmospheric Conditions,1
2696,6090,2015,3,21,2,14,Rain,Rain,No Additional Atmospheric Conditions,1
2697,6090,2015,1,3,7,26,Rain,Rain,No Additional Atmospheric Conditions,1
2698,6090,2015,5,18,9,49,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2699,6090,2015,7,8,22,12,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2700,6090,2015,5,22,22,9,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2701,6090,2015,12,20,18,51,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2702,6090,2015,4,25,2,1,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2703,6090,2015,4,23,14,25,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2704,6090,2015,10,31,21,41,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2705,6090,2015,12,22,21,50,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2706,6090,2015,11,30,20,58,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2707,6090,2015,6,11,7,40,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2708,6090,2015,6,20,0,34,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2709,6090,2015,1,21,14,40,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2710,6090,2015,5,18,17,45,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2711,6090,2015,4,16,1,39,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2712,6090,2015,6,20,12,24,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2713,6090,2015,2,5,11,20,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2714,6090,2015,10,23,0,34,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2715,6090,2015,5,14,21,35,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2716,6090,2015,2,22,20,40,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2717,6090,2015,5,14,3,17,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2718,6090,2015,4,24,9,15,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2719,6090,2015,6,20,1,50,Cloudy,Cloudy,No Additional Atmospheric Conditions,2
2720,6090,2015,11,24,7,18,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2721,6090,2015,7,16,9,13,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2722,6090,2015,4,11,9,55,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2723,6090,2015,6,20,12,58,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2724,6090,2015,1,15,2,15,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2725,6090,2015,12,26,3,50,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2726,6090,2015,2,2,18,12,Cloudy,Cloudy,No Additional Atmospheric Conditions,2
2727,6090,2015,5,6,4,0,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2728,6090,2015,12,10,6,47,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2729,6090,2015,8,13,0,1,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2730,6090,2015,9,7,1,46,Cloudy,Cloudy,No Additional Atmospheric Conditions,2
2731,6090,2015,4,12,20,26,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2732,6090,2015,10,20,7,10,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2733,6090,2015,7,19,7,49,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2734,6090,2015,11,1,7,44,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2735,6090,2015,5,16,1,1,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2736,6090,2016,6,18,17,29,Clear,Clear,No Additional Atmospheric Conditions,1
2737,6090,2016,12,4,0,38,Clear,Clear,No Additional Atmospheric Conditions,1
2738,6090,2016,12,19,21,28,Clear,Clear,No Additional Atmospheric Conditions,1
2739,6090,2016,6,21,8,5,Clear,Clear,No Additional Atmospheric Conditions,1
2740,6090,2016,9,19,8,22,Clear,Clear,No Additional Atmospheric Conditions,1
2741,6090,2016,9,22,17,38,Clear,Clear,No Additional Atmospheric Conditions,1
2742,6090,2016,12,18,1,40,Clear,Clear,No Additional Atmospheric Conditions,1
2743,6090,2016,1,1,4,10,Rain,Rain,No Additional Atmospheric Conditions,1
2744,6090,2016,7,28,1,57,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2745,6090,2016,5,20,13,17,Clear,Clear,No Additional Atmospheric Conditions,1
2746,6090,2016,4,23,0,27,Clear,Clear,No Additional Atmospheric Conditions,1
2747,6090,2016,6,25,21,18,Clear,Clear,No Additional Atmospheric Conditions,1
2748,6090,2016,4,20,20,52,Clear,Clear,No Additional Atmospheric Conditions,1
2749,6090,2016,3,26,1,55,Clear,Clear,No Additional Atmospheric Conditions,1
2750,6090,2016,1,9,3,55,Clear,Clear,No Additional Atmospheric Conditions,1
2751,6090,2016,8,7,21,15,Clear,Clear,No Additional Atmospheric Conditions,1
2752,6090,2016,10,12,11,27,Clear,Clear,No Additional Atmospheric Conditions,1
2753,6090,2016,8,13,22,3,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2754,6090,2016,11,9,18,38,Rain,Rain,No Additional Atmospheric Conditions,1
2755,6090,2016,2,22,8,55,Rain,Rain,No Additional Atmospheric Conditions,1
2756,6090,2016,5,28,0,30,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2757,6090,2016,4,6,8,55,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2758,6090,2016,7,16,3,50,Clear,Clear,No Additional Atmospheric Conditions,2
2759,6090,2016,9,3,4,26,Clear,Clear,No Additional Atmospheric Conditions,2
2760,6090,2016,8,8,16,32,Clear,Clear,No Additional Atmospheric Conditions,1
2761,6090,2016,2,21,17,52,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2762,6090,2016,1,5,2,56,Clear,Clear,No Additional Atmospheric Conditions,1
2763,6090,2016,10,8,3,23,Clear,Clear,No Additional Atmospheric Conditions,1
2764,6090,2016,1,2,18,51,Rain,Rain,No Additional Atmospheric Conditions,1
2765,6090,2016,6,18,2,33,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2766,6090,2016,5,6,0,10,Clear,Clear,No Additional Atmospheric Conditions,1
2767,6090,2016,10,22,0,36,Clear,Clear,No Additional Atmospheric Conditions,1
2768,6090,2016,8,29,2,34,Clear,Clear,No Additional Atmospheric Conditions,1
2769,6090,2016,7,22,3,1,Clear,Clear,No Additional Atmospheric Conditions,1
2770,6090,2016,9,6,1,22,Clear,Clear,No Additional Atmospheric Conditions,3
2771,6090,2016,2,1,17,53,Clear,Clear,No Additional Atmospheric Conditions,1
2772,6090,2016,2,1,21,30,Clear,Clear,No Additional Atmospheric Conditions,1
2773,6090,2016,9,30,4,47,Clear,Clear,No Additional Atmospheric Conditions,1
2774,6090,2016,6,28,23,43,Clear,Clear,No Additional Atmospheric Conditions,1
2775,6090,2016,8,20,23,4,Rain,Rain,No Additional Atmospheric Conditions,1
2776,6090,2016,6,24,3,27,Clear,Clear,No Additional Atmospheric Conditions,2
2777,6090,2016,2,13,17,35,Clear,Clear,No Additional Atmospheric Conditions,1
2778,6090,2016,2,13,3,40,Clear,Clear,No Additional Atmospheric Conditions,1
2779,6090,2016,9,20,3,40,Clear,Clear,No Additional Atmospheric Conditions,1
2780,6090,2016,11,13,5,23,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2781,6090,2016,5,20,2,13,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2782,6090,2016,2,5,1,43,Clear,Clear,No Additional Atmospheric Conditions,1
2783,6090,2016,4,16,2,30,Clear,Clear,No Additional Atmospheric Conditions,1
2784,6090,2016,7,30,12,54,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2785,6090,2016,5,24,13,25,Clear,Clear,No Additional Atmospheric Conditions,1
2786,6090,2016,3,29,1,21,Clear,Clear,No Additional Atmospheric Conditions,1
2787,6090,2016,8,15,5,31,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2788,6090,2016,5,8,23,19,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2789,6090,2016,8,10,7,9,Clear,Clear,No Additional Atmospheric Conditions,1
2790,6090,2016,7,3,18,52,Clear,Clear,No Additional Atmospheric Conditions,2
2791,6090,2016,11,18,12,16,Clear,Clear,No Additional Atmospheric Conditions,1
2792,6090,2016,2,11,13,10,Clear,Clear,No Additional Atmospheric Conditions,1
2793,6090,2016,12,4,19,20,Rain,Rain,No Additional Atmospheric Conditions,1
2794,6090,2016,12,15,20,10,Clear,Clear,No Additional Atmospheric Conditions,1
2795,6090,2016,11,25,23,9,Clear,Clear,No Additional Atmospheric Conditions,1
2796,6090,2016,4,7,6,58,Clear,Clear,No Additional Atmospheric Conditions,1
2797,6090,2016,2,23,20,4,Clear,Clear,No Additional Atmospheric Conditions,1
2798,6090,2016,1,7,22,33,Clear,Clear,No Additional Atmospheric Conditions,1
2799,6090,2016,11,5,2,33,Clear,Clear,No Additional Atmospheric Conditions,1
2800,6090,2016,5,4,19,10,Clear,Clear,No Additional Atmospheric Conditions,1
2801,6090,2016,9,29,16,23,Clear,Clear,No Additional Atmospheric Conditions,1
2802,6090,2016,1,3,18,58,Clear,Clear,No Additional Atmospheric Conditions,1
2803,6090,2016,10,1,19,59,Clear,Clear,No Additional Atmospheric Conditions,1
2804,6090,2016,12,26,10,27,Clear,Clear,No Additional Atmospheric Conditions,1
2805,6090,2016,8,27,4,20,Clear,Clear,No Additional Atmospheric Conditions,1
2806,6090,2016,3,6,3,39,Clear,Clear,No Additional Atmospheric Conditions,1
2807,6090,2016,10,12,20,43,Clear,Clear,No Additional Atmospheric Conditions,1
2808,6090,2016,3,24,6,59,Clear,Clear,No Additional Atmospheric Conditions,1
2809,6090,2016,8,29,11,5,Clear,Clear,No Additional Atmospheric Conditions,1
2810,6090,2016,4,8,13,23,Clear,Clear,No Additional Atmospheric Conditions,1
2811,6090,2016,12,25,22,44,Clear,Clear,No Additional Atmospheric Conditions,1
2812,6090,2016,12,22,6,50,Clear,Clear,No Additional Atmospheric Conditions,1
2813,6090,2016,2,2,18,45,Clear,Clear,No Additional Atmospheric Conditions,1
2814,6090,2016,6,6,0,18,Clear,Clear,No Additional Atmospheric Conditions,1
2815,6090,2016,1,19,8,45,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2816,6090,2016,12,25,19,11,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2817,6090,2016,6,12,7,25,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2818,6090,2016,12,11,18,8,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2819,6090,2016,2,21,19,0,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2820,6090,2016,3,11,20,28,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2821,6090,2016,11,6,22,1,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2822,6090,2016,12,28,1,0,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2823,6090,2016,12,18,20,0,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2824,6090,2016,8,10,22,39,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2825,6090,2016,2,20,5,20,Rain,Rain,No Additional Atmospheric Conditions,1
2826,6090,2016,4,22,10,11,Clear,Clear,No Additional Atmospheric Conditions,1
2827,6090,2016,6,15,17,51,Clear,Clear,No Additional Atmospheric Conditions,1
2828,6090,2016,1,15,7,8,"Fog, Smog, Smoke","Fog, Smog, Smoke",No Additional Atmospheric Conditions,1
2829,6090,2016,6,13,0,19,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2830,6090,2016,9,9,20,50,Clear,Clear,No Additional Atmospheric Conditions,1
2831,6090,2016,2,26,23,52,Clear,Clear,No Additional Atmospheric Conditions,1
2832,6090,2016,7,1,14,3,Clear,Clear,No Additional Atmospheric Conditions,1
2833,6090,2016,2,19,12,24,Clear,Clear,No Additional Atmospheric Conditions,1
2834,6090,2016,10,21,6,4,Clear,Clear,No Additional Atmospheric Conditions,1
2835,6090,2016,12,21,0,32,Clear,Clear,No Additional Atmospheric Conditions,2
2836,6090,2016,1,7,21,19,Clear,Clear,No Additional Atmospheric Conditions,1
2837,6090,2016,7,7,11,0,Clear,Clear,No Additional Atmospheric Conditions,1
2838,6090,2016,10,12,17,5,Clear,Clear,No Additional Atmospheric Conditions,1
2839,6090,2016,2,26,14,10,Clear,Clear,No Additional Atmospheric Conditions,1
2840,6090,2016,8,28,15,20,Clear,Clear,No Additional Atmospheric Conditions,1
2841,6090,2016,12,28,12,41,Clear,Clear,No Additional Atmospheric Conditions,1
2842,6090,2016,12,19,14,10,Clear,Clear,No Additional Atmospheric Conditions,1
2843,6090,2016,1,4,12,37,Clear,Clear,No Additional Atmospheric Conditions,1
2844,6090,2016,10,29,12,15,Clear,Clear,No Additional Atmospheric Conditions,1
2845,6090,2016,7,23,8,14,Clear,Clear,No Additional Atmospheric Conditions,1
2846,6090,2016,10,9,11,58,Clear,Clear,No Additional Atmospheric Conditions,1
2847,6090,2016,11,16,19,18,Clear,Clear,No Additional Atmospheric Conditions,1
2848,6090,2016,4,13,1,32,Clear,Clear,No Additional Atmospheric Conditions,1
2849,6090,2016,10,27,0,32,Clear,Clear,No Additional Atmospheric Conditions,1
2850,6090,2016,4,30,23,42,Clear,Clear,No Additional Atmospheric Conditions,1
2851,6090,2016,10,7,15,27,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2852,6090,2016,5,30,12,4,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2853,6090,2016,1,26,16,36,Rain,Rain,No Additional Atmospheric Conditions,1
2854,6090,2016,5,15,0,41,Clear,Clear,No Additional Atmospheric Conditions,1
2855,6090,2016,5,6,19,5,Clear,Clear,No Additional Atmospheric Conditions,1
2856,6090,2016,4,26,18,3,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2857,6090,2016,5,30,6,0,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2858,6090,2016,10,3,13,45,Clear,Clear,No Additional Atmospheric Conditions,1
2859,6090,2016,5,10,23,22,Clear,Clear,No Additional Atmospheric Conditions,1
2860,6090,2016,6,19,1,29,Clear,Clear,No Additional Atmospheric Conditions,1
2861,6090,2016,7,6,5,38,Clear,Clear,No Additional Atmospheric Conditions,1
2862,6090,2016,2,19,22,56,Clear,Clear,No Additional Atmospheric Conditions,1
2863,6090,2016,11,26,2,28,Clear,Clear,No Additional Atmospheric Conditions,1
2864,6090,2016,4,29,12,35,Clear,Clear,No Additional Atmospheric Conditions,1
2865,6090,2016,10,28,22,40,Clear,Clear,No Additional Atmospheric Conditions,4
2866,6090,2016,4,1,1,1,Clear,Clear,No Additional Atmospheric Conditions,1
2867,6090,2016,7,14,0,32,Clear,Clear,No Additional Atmospheric Conditions,1
2868,6090,2016,10,30,12,36,Clear,Clear,No Additional Atmospheric Conditions,1
2869,6090,2016,4,6,9,11,Clear,Clear,No Additional Atmospheric Conditions,1
2870,6090,2016,9,19,1,3,Clear,Clear,No Additional Atmospheric Conditions,1
2871,6090,2016,7,30,1,30,Clear,Clear,No Additional Atmospheric Conditions,3
2872,6090,2016,2,14,5,45,Clear,Clear,No Additional Atmospheric Conditions,1
2873,6090,2016,2,13,16,10,Clear,Clear,No Additional Atmospheric Conditions,1
2874,6090,2016,1,11,12,20,Clear,Clear,No Additional Atmospheric Conditions,1
2875,6090,2016,2,14,1,50,Clear,Clear,No Additional Atmospheric Conditions,1
2876,6090,2016,1,2,23,30,Rain,Rain,No Additional Atmospheric Conditions,1
2877,6090,2016,5,4,19,17,Clear,Clear,No Additional Atmospheric Conditions,1
2878,6090,2016,6,11,22,39,Clear,Clear,No Additional Atmospheric Conditions,1
2879,6090,2016,1,27,3,13,Clear,Clear,No Additional Atmospheric Conditions,1
2880,6090,2016,7,16,2,58,Clear,Clear,No Additional Atmospheric Conditions,1
2881,6090,2016,5,1,6,30,Clear,Clear,No Additional Atmospheric Conditions,1
2882,6090,2016,9,17,2,35,Clear,Clear,No Additional Atmospheric Conditions,1
2883,6090,2016,4,22,12,59,Clear,Clear,No Additional Atmospheric Conditions,1
2884,6090,2016,1,9,16,52,Clear,Clear,No Additional Atmospheric Conditions,1
2885,6090,2016,6,29,19,46,Clear,Clear,No Additional Atmospheric Conditions,1
2886,6090,2016,10,7,21,9,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2887,6090,2016,2,28,21,48,Clear,Clear,No Additional Atmospheric Conditions,2
2888,6090,2016,12,7,7,20,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2889,6090,2016,9,14,1,51,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
2890,6090,2016,11,14,2,8,Clear,Clear,No Additional Atmospheric Conditions,1
2891,6090,2016,8,6,2,34,Clear,Clear,No Additional Atmospheric Conditions,1
2892,6090,2016,3,27,23,46,Clear,Clear,No Additional Atmospheric Conditions,2
2893,6090,2016,6,13,11,55,Clear,Clear,No Additional Atmospheric Conditions,1
2894,6090,2016,1,22,21,33,Clear,Clear,No Additional Atmospheric Conditions,1
2895,6090,2016,8,26,21,2,Clear,Clear,No Additional Atmospheric Conditions,1
2896,6090,2016,3,6,0,15,Clear,Clear,No Additional Atmospheric Conditions,1
2897,6090,2016,10,26,23,49,Clear,Clear,No Additional Atmospheric Conditions,1
2898,6090,2016,7,30,5,51,Clear,Clear,No Additional Atmospheric Conditions,1
2899,6090,2016,1,28,23,59,Clear,Clear,No Additional Atmospheric Conditions,1
2900,6090,2016,8,8,22,34,Clear,Clear,No Additional Atmospheric Conditions,1
2901,6090,2016,3,11,19,33,Rain,Rain,No Additional Atmospheric Conditions,1
2902,6090,2016,3,30,7,0,Rain,Rain,No Additional Atmospheric Conditions,1
2903,6090,2016,9,30,15,49,Clear,Clear,No Additional Atmospheric Conditions,2
2904,6090,2016,8,26,19,9,Clear,Clear,No Additional Atmospheric Conditions,1
2905,6090,2016,2,15,13,31,Clear,Clear,No Additional Atmospheric Conditions,1
2906,6090,2016,10,28,21,22,Clear,Clear,No Additional Atmospheric Conditions,1
2907,6090,2016,4,4,14,6,Clear,Clear,No Additional Atmospheric Conditions,1
2908,6090,2016,2,15,13,50,Clear,Clear,No Additional Atmospheric Conditions,1
2909,6090,2016,11,29,17,55,Clear,Clear,No Additional Atmospheric Conditions,1
2910,6090,2016,3,2,19,59,Clear,Clear,No Additional Atmospheric Conditions,1
